Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Locality,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR26417076,WGS,300,3399149400,PRJNA1029395,SAMN37868013,Invertebrate,not applicable,1151809120,THE TECHNICAL UNIVERSITY OF DENMARK,Tim Bean,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122361,United Kingdom,Europe,United Kingdom: Scotland,not applicable,Illumina HiSeq 2500,436,not applicable,EKDL210004788-1a-AK11204-AK16254,PAIRED,RANDOM,GENOMIC,Loch_Nell,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,NELL_06,SRP466968,Gills and muscle
SRR26417077,WGS,300,1622190600,PRJNA1029395,SAMN37868012,Invertebrate,not applicable,560691063,THE TECHNICAL UNIVERSITY OF DENMARK,Tim Bean,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122360,United Kingdom,Europe,United Kingdom: Scotland,not applicable,Illumina HiSeq 2500,435,not applicable,EKDL200012859-1a-AK7016-AK16255,PAIRED,RANDOM,GENOMIC,Loch_Nell,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,NELL_05,SRP466968,Gills and muscle
SRR26417078,WGS,300,2281613400,PRJNA1029395,SAMN37868011,Invertebrate,not applicable,777185293,THE TECHNICAL UNIVERSITY OF DENMARK,Tim Bean,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122359,United Kingdom,Europe,United Kingdom: Scotland,not applicable,Illumina HiSeq 2500,434,not applicable,EKDL200012859-1a-AK11190-AK16270,PAIRED,RANDOM,GENOMIC,Loch_Nell,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,NELL_03,SRP466968,Gills and muscle
SRR26417079,WGS,300,1774680300,PRJNA1029395,SAMN37868010,Invertebrate,not applicable,600603027,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122358,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,433,not applicable,EKDL200012859-1a-AK11426-AK5939,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,MOLU_25,SRP466968,Gills and muscle
SRR26417080,WGS,300,1757697900,PRJNA1029395,SAMN37868009,Invertebrate,not applicable,593795370,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122357,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,432,not applicable,EKDL210004789-1a-AK11433-AK13293,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,MOLU_19,SRP466968,Gills and muscle
SRR26417081,WGS,300,1665589800,PRJNA1029395,SAMN37868008,Invertebrate,not applicable,561695115,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122356,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,431,not applicable,EKDL210009123-1a-AK19046-AK23753,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,MOLU_18,SRP466968,Gills and muscle
SRR26417082,WGS,300,1727559900,PRJNA1029395,SAMN37867621,Invertebrate,not applicable,598091038,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122355,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,44,not applicable,EKDL210009122-1a-AK31162-AK31163,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BOVA_11,SRP466968,Gills and muscle
SRR26417083,WGS,300,1341376500,PRJNA1029395,SAMN37868007,Invertebrate,not applicable,453493337,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122354,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,430,not applicable,EKDL210004789-1a-AK11158-AK16267,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,MOLU_17,SRP466968,Gills and muscle
SRR26417084,WGS,300,1588160700,PRJNA1029395,SAMN37868006,Invertebrate,not applicable,538829994,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122353,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,429,not applicable,EKDL210009123-1a-AK19144-AK23752,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,MOLU_16,SRP466968,Gills and muscle
SRR26417085,WGS,300,1357610400,PRJNA1029395,SAMN37868005,Invertebrate,not applicable,460649067,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122352,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,428,not applicable,EKDL210004789-1a-GG04-AK5420,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,MOLU_15,SRP466968,Gills and muscle
SRR26417086,WGS,300,1326450900,PRJNA1029395,SAMN37868004,Invertebrate,not applicable,450274668,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122351,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,427,not applicable,EKDL210004788-1a-AK11460-AK16272,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,MOLU_14,SRP466968,Gills and muscle
SRR26417087,WGS,300,2968449900,PRJNA1029395,SAMN37868003,Invertebrate,not applicable,1051682719,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122350,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,426,not applicable,EKDL210004788-1a-AK11605-AK16247,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,MOLU_13,SRP466968,Gills and muscle
SRR26417088,WGS,300,1924543200,PRJNA1029395,SAMN37868002,Invertebrate,not applicable,700213498,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122349,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,425,not applicable,EKDL210005548-1a-AK11524-AK16276,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,MOLU_12,SRP466968,Gills and muscle
SRR26417089,WGS,300,2319303300,PRJNA1029395,SAMN37868001,Invertebrate,not applicable,776299448,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122348,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,424,not applicable,EKDL210004790-1a-AK11387-AK16228,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,MOLU_11,SRP466968,Gills and muscle
SRR26417090,WGS,300,4203011400,PRJNA1029395,SAMN37868000,Invertebrate,not applicable,1413067947,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122347,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,423,not applicable,EKDL210004789-1a-AK11495-AK16238,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,MOLU_10,SRP466968,Gills and muscle
SRR26417091,WGS,300,1839260100,PRJNA1029395,SAMN37867935,Invertebrate,not applicable,656468272,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122346,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,358,not applicable,EKDL210007863-1a-AK23711-AK23712,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_13,SRP466968,Gills and muscle
SRR26417092,WGS,300,2679730800,PRJNA1029395,SAMN37867934,Invertebrate,not applicable,905096699,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122345,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,357,not applicable,EKDL210004788-1a-AK11200-AK15590,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_12,SRP466968,Gills and muscle
SRR26417093,WGS,300,3893479800,PRJNA1029395,SAMN37867933,Invertebrate,not applicable,1322465026,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122344,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,356,not applicable,EKDL210004788-1a-AK11456-AK16260,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,LANG_11,SRP466968,Gills and muscle
SRR26417094,WGS,300,1817070900,PRJNA1029395,SAMN37867932,Invertebrate,not applicable,629470661,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122343,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,355,not applicable,EKDL210005548-1a-AK11497-AK9485,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_10,SRP466968,Gills and muscle
SRR26417095,WGS,300,1950464700,PRJNA1029395,SAMN37867931,Invertebrate,not applicable,660155929,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122342,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,354,not applicable,EKDL210004789-1a-AK7415-AK16289,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_09,SRP466968,Gills and muscle
SRR26417096,WGS,300,2177877300,PRJNA1029395,SAMN37867930,Invertebrate,not applicable,781270751,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122341,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,353,not applicable,EKDL210007863-1a-AK23709-AK23710,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_08,SRP466968,Gills and muscle
SRR26417097,WGS,300,1953321900,PRJNA1029395,SAMN37867929,Invertebrate,not applicable,714998318,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122340,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,352,not applicable,EKDL210005548-1a-AK11486-AK16237,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_07,SRP466968,Gills and muscle
SRR26417098,WGS,300,2463706500,PRJNA1029395,SAMN37867928,Invertebrate,not applicable,869784565,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122339,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,351,not applicable,EKDL210005548-1a-AK11164-AK16239,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_06,SRP466968,Gills and muscle
SRR26417099,WGS,300,3528063600,PRJNA1029395,SAMN37867613,Invertebrate,not applicable,1269782532,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122338,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,36,not applicable,EKDL210009123-1a-AK18987-AK34204,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,BOVA_03,SRP466968,Gills and muscle
SRR26417100,WGS,300,1676983200,PRJNA1029395,SAMN37867927,Invertebrate,not applicable,583929573,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122337,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,350,not applicable,EKDL210007863-1a-AK23707-AK23708,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,LANG_05,SRP466968,Gills and muscle
SRR26417101,WGS,300,1246995300,PRJNA1029395,SAMN37867926,Invertebrate,not applicable,443243259,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122336,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,349,not applicable,EKDL210005548-1a-AK11661-AK16241,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,LANG_04,SRP466968,Gills and muscle
SRR26417102,WGS,300,1526411700,PRJNA1029395,SAMN37867925,Invertebrate,not applicable,541475959,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122335,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,348,not applicable,EKDL210005548-1a-AK11436-AK16240,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,LANG_03,SRP466968,Gills and muscle
SRR26417103,WGS,300,3855775500,PRJNA1029395,SAMN37867924,Invertebrate,not applicable,1327898236,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122334,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,347,not applicable,EKDL210004790-1a-AK11661-AK16241,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,LANG_02,SRP466968,Gills and muscle
SRR26417104,WGS,300,4567176300,PRJNA1029395,SAMN37867923,Invertebrate,not applicable,1523500126,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122333,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,346,not applicable,EKDL210004789-1a-AK11449-AK16245,PAIRED,RANDOM,GENOMIC,Langestrand_Sørlandsleia,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,LANG_01,SRP466968,Gills and muscle
SRR26417105,WGS,300,2669217000,PRJNA1029395,SAMN37867922,Invertebrate,not applicable,980109911,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122332,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,345,not applicable,EKDL210005548-1a-AK11401-AK7949,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_12,SRP466968,Gills and muscle
SRR26417106,WGS,300,3728148900,PRJNA1029395,SAMN37867921,Invertebrate,not applicable,1271514371,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122331,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,344,not applicable,EKDL210004789-1a-AK10139-AK9682,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_11,SRP466968,Gills and muscle
SRR26417107,WGS,300,2129361600,PRJNA1029395,SAMN37867920,Invertebrate,not applicable,751289069,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122330,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,343,not applicable,EKDL210004790-1a-AK11381-AK16293,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,KLEV_10,SRP466968,Gills and muscle
SRR26417108,WGS,300,2944079700,PRJNA1029395,SAMN37867919,Invertebrate,not applicable,1046563198,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122329,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,342,not applicable,EKDL210007863-1a-AK19165-AK34206,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,KLEV_09,SRP466968,Gills and muscle
SRR26417109,WGS,300,3522018000,PRJNA1029395,SAMN37867918,Invertebrate,not applicable,1242016358,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122328,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,341,not applicable,EKDL210007863-1a-AK19083-AK31191,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_08,SRP466968,Gills and muscle
SRR26417110,WGS,300,2035094100,PRJNA1029395,SAMN37867612,Invertebrate,not applicable,710683946,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122327,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,35,not applicable,EKDL210009123-1a-AK27221-AK31193,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BOVA_02,SRP466968,Gills and muscle
SRR26417111,WGS,300,2610160800,PRJNA1029395,SAMN37867917,Invertebrate,not applicable,904213655,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122326,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,340,not applicable,EKDL210007863-1a-AK23727-AK23728,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_07,SRP466968,Gills and muscle
SRR26417112,WGS,300,2046304500,PRJNA1029395,SAMN37867916,Invertebrate,not applicable,731781736,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122325,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,339,not applicable,EKDL210005548-1a-AK11177-AK16280,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_06,SRP466968,Gills and muscle
SRR26417113,WGS,300,2964649500,PRJNA1029395,SAMN37867915,Invertebrate,not applicable,1052226919,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122324,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,338,not applicable,EKDL210007863-1a-AK23735-AK23736,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,KLEV_05,SRP466968,Gills and muscle
SRR26417114,WGS,300,1681112400,PRJNA1029395,SAMN37867914,Invertebrate,not applicable,597022304,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122323,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,337,not applicable,EKDL210007862-1a-AK18645-AK19678,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,KLEV_04,SRP466968,Gills and muscle
SRR26417115,WGS,300,2156758200,PRJNA1029395,SAMN37867848,Invertebrate,not applicable,757181456,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122322,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,271,not applicable,EKDL210009123-1a-AK23758-AK23759,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_19,SRP466968,Gills and muscle
SRR26417116,WGS,300,1391402700,PRJNA1029395,SAMN37867605,Invertebrate,not applicable,514192905,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122321,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,28,not applicable,EKDL210004789-1a-AK11168-AK16259,PAIRED,RANDOM,GENOMIC,Barrow_Deep,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BARR_10,SRP466968,Gills and muscle
SRR26417117,WGS,300,2424066900,PRJNA1029395,SAMN37867847,Invertebrate,not applicable,840453767,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122320,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,270,not applicable,EKDL210005548-1a-AK11190-AK16270,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,HFJO_18,SRP466968,Gills and muscle
SRR26417118,WGS,300,1910898000,PRJNA1029395,SAMN37867846,Invertebrate,not applicable,665430136,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122319,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,269,not applicable,EKDL210005548-1a-AK11718-AK16243,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_17,SRP466968,Gills and muscle
SRR26417119,WGS,300,2429464800,PRJNA1029395,SAMN37867845,Invertebrate,not applicable,844111409,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122318,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,268,not applicable,EKDL210009123-1a-AK23756-AK23757,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,HFJO_16,SRP466968,Gills and muscle
SRR26417120,WGS,300,1575648600,PRJNA1029395,SAMN37867844,Invertebrate,not applicable,543994148,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122317,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,267,not applicable,KDL210004790-1a-AK2372-AK16292,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,HFJO_15,SRP466968,Gills and muscle
